n,t
16260,3.031967
16270,3.037285
16280,3.043681
16290,3.043120
16300,3.045282
16310,3.054954
16320,3.055795
16330,3.056950
16340,3.059679
16350,3.071151
16360,3.071299
16370,3.072214
16380,3.081493
16390,3.082199
16400,3.083581
16410,3.096472
16420,3.094261
16430,3.093995
16440,3.104219
16450,3.103645
16460,3.105810
16470,3.113904
16480,3.115131
16490,3.118063
16500,3.119894
16510,3.136088
16520,3.134370
16530,3.133935
16540,3.144090
16550,3.144143
16560,3.146010
16570,3.159986
16580,3.152690
16590,3.157185
16600,3.167151
16610,3.169256
16620,3.167493
16630,3.180121
16640,3.179897
16650,3.179083
16660,3.187237
16670,3.194234
16680,3.192766
16690,3.194603
16700,3.206488
16710,3.206424
16720,3.207381
16730,3.218433
16740,3.216935
16750,3.262285
16760,3.226899
16770,3.227465
16780,3.228958
16790,3.241848
16800,3.237786
16810,3.240332
16820,3.248240
16830,3.250943
16840,3.250695
16850,3.260381
16860,3.262552
16870,3.265689
16880,3.273413
16890,3.272337
16900,3.275046
16910,3.285370
16920,3.283423
16930,3.287291
16940,3.294809
16950,3.293743
16960,3.296693
16970,3.308995
16980,3.307446
16990,3.310392
17000,3.320004
17010,3.320092
17020,3.323874
17030,3.330465
17040,3.336591
17050,3.335656
17060,3.344685
17070,3.345017
17080,3.345197
17090,3.353806
17100,3.353076
17110,3.358918
17120,3.366557
17130,3.364165
17140,3.367808
17150,3.377044
17160,3.376690
17170,3.381538
17180,3.392243
17190,3.390933
17200,3.391806
17210,3.402020
17220,3.403042
17230,3.402767
17240,3.414146
17250,3.412461
17260,3.416293
17270,3.425902
17280,3.424793
17290,3.429423
17300,3.437654
17310,3.438202
17320,3.445996
17330,3.451231
17340,3.451317
17350,3.451000
17360,3.461186
17370,3.461730
17380,3.467762
17390,3.468789
17400,3.471363
17410,3.481708
17420,3.482166
17430,3.484425
17440,3.494642
17450,3.492828
17460,3.496041
17470,3.503620
17480,3.502603
17490,3.506728
17500,3.516831
17510,3.516259
17520,3.518731
17530,3.530367
17540,3.533195
17550,3.530360
17560,3.541286
17570,3.539804
17580,3.550703
